url	status	kind	reason	file	src_text_chars	md_text_chars	missing_runs	title
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/Substituate-volume-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-substituate-volume-observation.page.md.md	202565	291227	10	Substituate volume (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/Duration-of-extracorporeal-gas-exchange-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-duration-of-extracorporeal-gas-exchange-observation.page.md.md	202707	291925	10	Duration of extracorporeal gas exchange (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/Blood-flow-extracorporeal-gas-exchange-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-blood-flow-extracorporeal-gas-exchange-observation.page.md.md	204061	300741	10	Blood flow extracorporeal gas exchange (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/Blood-flow-index-extracorporeal-gas-exchange-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-blood-flow-index-extracorporeal-gas-exchange-observation.page.md.md	204140	301132	10	Blood flow index extracorporeal gas exchange (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/venous-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-venous-pressure-observation.page.md.md	202976	291554	10	Venous pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Parameters-of-extracorporeal-procedures/Parameters-of-extracorporeal-procedures-Observation/Arterial-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-parameters-of-extracorporeal-procedures-parameters-of-extracorporeal-procedures-observation-arterial-pressure-observation.page.md.md	203011	291683	10	Arterial pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values?version=current	harvested	narrative		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values.md	58	63	0	Ventilation values
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-Procedure.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-procedure.page.md.md	2876	2900	0	Ventilation (Procedure)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Set-and-measured-parameters-DeviceMetric.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-set-and-measured-parameters-devicemetric.page.md.md	3679	3821	0	Set and measured parameters (DeviceMetric)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation?version=current	harvested	narrative		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation.md	3014	3215	0	Ventilation parameters (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Ventilation-support-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-ventilation-support-pressure-observation.page.md.md	225670	319815	6	Ventilation support pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/End-expiratory-carbon-dioxide-partial-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-end-expiratory-carbon-dioxide-partial-pressure-observation.page.md.md	2535	2555	0	End-expiratory carbon dioxide partial pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Airway-pressure-at-zero-expiratory-gas-flow-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-airway-pressure-at-zero-expiratory-gas-flow-observation.page.md.md	3384	3312	0	Airway pressure at zero expiratory gas flow (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Airway-pressure-at-mean-expiratory-gas-flow-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-airway-pressure-at-mean-expiratory-gas-flow-observation.page.md.md	2151	2210	0	Airway pressure at mean expiratory gas flow (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Pressure-difference-ventilation-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-pressure-difference-ventilation-observation.page.md.md	240280	338847	6	Pressure difference ventilation (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/PEEP-Positive-end-expiratory-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-peep-positive-end-expiratory-pressure-observation.page.md.md	3888	3738	0	PEEP - Positive end-expiratory pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Dynamic-compliance-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-dynamic-compliance-observation.page.md.md	254591	357884	8	Dynamic compliance (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Maximum-ventilation-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-maximum-ventilation-pressure-observation.page.md.md	256056	367828	8	Maximum ventilation pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Mean-ventilation-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-mean-ventilation-pressure-observation.page.md.md	230844	335374	6	Mean ventilation pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Expiratory-oxygen-partial-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-expiratory-oxygen-partial-pressure-observation.page.md.md	280178	391403	10	Expiratory oxygen partial pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Inspiratory-oxygen-fraction-measured-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-inspiratory-oxygen-fraction-measured-observation.page.md.md	2545	2557	0	Inspiratory oxygen fraction measured (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Inspiratory-oxygen-fraction-set-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-inspiratory-oxygen-fraction-set-observation.page.md.md	2338	2374	0	Inspiratory oxygen fraction set (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Expiratory-gas-flow-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-expiratory-gas-flow-observation.page.md.md	240234	338833	6	Expiratory (gas) flow (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Inspiratory-gas-flow-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-inspiratory-gas-flow-observation.page.md.md	239976	338573	6	Inspiratory (gas) flow (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Set-inspiratory-gas-flow-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-set-inspiratory-gas-flow-observation.page.md.md	225646	320065	6	Set inspiratory (gas) flow (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Ventilation-time-at-low-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-ventilation-time-at-low-pressure-observation.page.md.md	240116	338893	6	Ventilation time at low pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Ventilation-time-at-high-pressure-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-ventilation-time-at-high-pressure-observation.page.md.md	240112	338763	6	Ventilation time at high pressure (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Spontaneous-plus-mechanical-tidal-volume-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-spontaneous-plus-mechanical-tidal-volume-observation.page.md.md	2112	2170	0	Spontaneous plus mechanical tidal volume (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Mechanical-ventilation-volume-per-minute-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-mechanical-ventilation-volume-per-minute-observation.page.md.md	2450	2466	0	Mechanical ventilation volume per minute (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Spontaneous-tidal-volume-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-spontaneous-tidal-volume-observation.page.md.md	225800	320718	6	Spontaneous tidal volume (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Tidal-volume-during-ventilation-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-tidal-volume-during-ventilation-observation.page.md.md	254879	358586	8	Tidal volume during ventilation (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Tidale-volume-adjustment-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-tidale-volume-adjustment-observation.page.md.md	254500	357991	8	Tidale volume adjustment (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/I-E-Ratio-in-to-expiratory-ratio-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-i-e-ratio-in-to-expiratory-ratio-observation.page.md.md	254748	358349	8	I:E Ratio (in-/ to expiratory ratio) (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Setting-expiratory-time-ventilation-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-setting-expiratory-time-ventilation-observation.page.md.md	240075	339272	8	Setting expiratory time - ventilation (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Setting-inspiratory-time-ventilation-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-setting-inspiratory-time-ventilation-observation.page.md.md	254526	358371	8	Setting inspiratory time - ventilation (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Spontaneous-mechanical-breathing-frequency-ventilated-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-spontaneous-mechanical-breathing-frequency-ventilated-observation.page.md.md	255284	359361	8	Spontaneous mechanical breathing frequency - ventilated (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Spontaneous-breathing-rate-ventilated-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-spontaneous-breathing-rate-ventilated-observation.page.md.md	241468	340471	6	Spontaneous breathing rate - ventilated (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Mechanical-breathing-frequency-ventilated-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-mechanical-breathing-frequency-ventilated-observation.page.md.md	254712	358439	8	Mechanical breathing frequency - ventilated (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Ventilation-values/Ventilation-parameters-Observation/Horowitz-In-Arterial-Blood-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-ventilation-values-ventilation-parameters-observation-horowitz-in-arterial-blood-observation.page.md.md	265914	371877	8	Horowitz-In-Arterial-Blood (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data?version=current	harvested	narrative		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data.md	65	70	0	Monitoring and vital data
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation.md	242721	332440	12	Monitoring and vital data (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation/Respiratory-rate-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation-respiratory-rate-observation.page.md.md	226276	327127	8	Respiratory rate (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation/Head-circumference-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation-head-circumference-observation.page.md.md	276269	390996	12	Head circumference (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation/Body-weight-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation-body-weight-observation.page.md.md	303183	425216	14	Body weight (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation/Body-weight-percentile-age-dependent-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation-body-weight-percentile-age-dependent-observation.page.md.md	254862	354547	12	Body weight percentile age-dependent (Observation)
https://simplifier.net/guide/MIIIGIntensivecare-EN/MIIIGModulICU/Technical-implementation/FHIR-profiles/Monitoring-and-vital-data/Monitoring-and-vital-data-Observation/Ideal-body-weight-Observation.page.md?version=current	harvested	artefact-view		migration-log/guide-harvest-en/pagecontent/technical-implementation-fhir-profiles-monitoring-and-vital-data-monitoring-and-vital-data-observation-ideal-body-weight-observation.page.md.md	244289	340764	12	Ideal body weight (Observation)
